Nome;Indirizzo;Città;Nazione;Prezzo;Prezzo Medio;Tipo di cucina;Longitude;Latitude;Prenotazione Online;Delivery
Lucia Restaurant & Bar;415 W. Carmel Valley Rd.;Carmel Valley; USA;$$$;70;Californian, Seasonal Cuisine;-1217540509;365007123;NO;SI
Cultura;Dolores St. btw 5th and 6th Ave. Su Vecino Courtyard;Carmel-by-the-Sea; USA;$$;40;Mexican, Californian;-1219229063;36556052;NO;NO
Sushi Yoshizumi;325 E. 4th Ave.;San Mateo; USA;$$$$;100;Japanese, Sushi;-1223211;37565075;SI;NO
Ember;1200 E. Grand Ave.;Arroyo Grande; USA;$$$;70;Californian;-120599957;351207805;SI;NO
Ox + Anchor;877 Palm St.;San Luis Obispo; USA;$$$$;100;Steakhouse;-1206637893;352816181;SI;NO
Oliver's Osteria;853 Laguna Canyon Rd.;Laguna Beach; USA;$$$;70;Italian, Regional Cuisine;-1177781668;33550877;SI;SI
Abacá;2700 Jones St.;San Francisco; USA;$$;40;Filipino, Californian;-1224170585;37806718;SI;NO
North Block;6757 Washington St.;Yountville; USA;$$$;70;Californian;-122366906;384061027;NO;NO
Perle;43 E. Union St.;Pasadena; USA;$$$;70;French;-1181496566;341468638;SI;SI
Spoon & Pork;3131 W. Sunset Blvd.;Los Angeles; USA;$$;40;Filipino, Fusion;-1182745864;340852694;NO;SI
Luyu Dumplings;17980 Castleton St.;City of Industry; USA;$;40;Chinese, Dumplings;-1179124425;339916484;NO;SI
Mustards Grill;7399 St. Helena Hwy.;Napa; USA;$$$;70;American;-12238565;3841573;SI;SI
Nate's on Marsh;450 Marsh St.;San Luis Obispo; USA;$$$;70;American, Italian;-120667298;352762985;SI;NO
Sushi Shin;312 Arguello St.;Redwood City; USA;$$$$;100;Japanese, Sushi;-1222323102;374871305;NO;NO
Parche;2295 Broadway;Oakland; USA;$$$;70;Colombian, Contemporary;-12226653;3781222;NO;NO
Bar Sawa;111 S. San Pedro St.;Los Angeles; USA;$$$$;100;Japanese, Sushi;-11824094;34050302;NO;NO
Kingfisher;2469 Broadway;San Diego; USA;$$$;70;Vietnamese, Contemporary;-117140958;327158;SI;SI
Workshop Kitchen & Bar;800 N. Palm Canyon Dr.;Palm Springs; USA;$$$;70;Californian;-1165466923;338340852;SI;SI
Guelaguetza;3014 W. Olympic Blvd.;Los Angeles; USA;$$$;70;Mexican, Regional Cuisine;-1183008979;340525532;NO;SI
Bestia;2121 E. 7th Pl.;Los Angeles; USA;$$$$;100;Italian, Californian;-118228991;340334815;SI;SI
Marché Moderne;7862 E. Pacific Coast Hwy.;Newport Beach; USA;$$$;70;French, French Contemporary;-117834656;3357024;NO;NO
Hippo;5916 1/2 Figueroa St.;Los Angeles; USA;$$;40;Italian;-1181903181;341106258;NO;NO
La Viga Seafood & Cocina Mexicana;1772 Broadway;Redwood City; USA;$$;40;Mexican, Seafood;-1222229839;374868323;NO;NO
Dio Deka;210 E. Main St.;Los Gatos; USA;$$$;70;Greek, Mediterranean Cuisine;-1219769;3722089;SI;NO
Sushi Tadokoro;2244 San Diego Ave.;San Diego; USA;$$$;70;Japanese, Sushi;-1171913167;327483809;NO;NO
Gjelina;1429 Abbot Kinney Blvd.;Venice; USA;$$;40;Contemporary;-118465034;3399045;NO;SI
Carlitos Gardel;7963 Melrose Ave.;Los Angeles; USA;$$$;70;Argentinian;-11836319;34083855;NO;SI
Guesthouse;850 College Ave.;Kentfield; USA;$$$;70;Contemporary;-1225483542;379545644;SI;SI
The Morris;2501 Mariposa St.;San Francisco; USA;$$$;70;Contemporary, Californian;-12240833;3776314;SI;NO
Gabbi’s Mexican Kitchen;141 S. Glassell St.;Orange; USA;$$;40;Mexican, Regional Cuisine;-117853004;3378689;SI;SI
The Sardine Factory;701 Wave St.;Monterey; USA;$$$$;100;Seafood, American;-1219013993;366155569;NO;NO
Nine-Ten;910 Prospect St.;La Jolla; USA;$$$;70;Contemporary;-11727514;32847057;NO;SI
Merchant Roots;1148 Mission St.;San Francisco; USA;$$$$;100;Creative;-122412406;37778609;SI;NO
Allora;5215 Folsom Blvd.;Sacramento; USA;$$$$;100;Italian, Seafood;-12144248;38560177;SI;NO
Yangban Society;712 S. Santa Fe Ave.;Los Angeles; USA;$$$$;100;Asian, American;-1182298677;340340941;SI;NO
Lumière;2025 Avenue Of The Stars;Los Angeles; USA;$$$;70;French, Farm to table;-1184153219;340576053;SI;NO
Bird & Buffalo;4659 Telegraph Ave.;Oakland; USA;$$;40;Thai, Regional Cuisine;-1222633711;378339965;NO;NO
IMA;9669 S. Santa Monica Blvd.;Los Angeles; USA;$$$$;100;Japanese, Sukiyaki;-1184068137;340690364;SI;SI
Baroo;905 E. 2nd St.;Los Angeles; USA;$$$$;100;Korean Contemporary;-1182348094;34047286;SI;NO
Copra;1700 Fillmore St.;San Francisco; USA;$$$;70;Indian, Contemporary;-12243284;3778535;SI;NO
Marugame Monzo;329 E. 1st St.;Los Angeles; USA;$$;40;Japanese, Udon;-1182397919;34050018;NO;NO
Aziza;5800 Geary Blvd.;San Francisco; USA;$$$;70;Moroccan, Middle Eastern;-12248179;3778056;NO;SI
Aurum;132 State St.;Los Altos; USA;$$$;70;Indian, Classic Cuisine;-1221156105;373801255;SI;SI
Sushi Yuen;18558 Gale Ave.;City of Industry; USA;$$$$;100;Sushi, Japanese;-1178985698;339957965;SI;NO
Bar Cecil;1555 S. Palm Canyon Dr.;Palm Springs; USA;$$$;70;American;-1165458215;338042493;SI;NO
Donaji;3161 24th St.;San Francisco; USA;$$;40;Mexican, Regional Cuisine;-1224154709;3775232;SI;SI
Colony Club;572 N. Indian Canyon Dr.;Palm Springs; USA;$$$;70;American;-1165448581;338316752;NO;SI
Evvia;420 Emerson St.;Palo Alto; USA;$$$;70;Greek, Californian;-1221638;3744513;SI;SI
La Marcha;2026 San Pablo Ave.;Berkeley; USA;$$;40;Spanish;-12229215;3786863;SI;NO
Kokkari Estiatorio;200 Jackson St.;San Francisco; USA;$$$;70;Greek;-1223997061;3779702;SI;NO
Saffron;1143 San Carlos Ave.;San Carlos; USA;$$;40;Indian, Contemporary;-1222608212;375067852;NO;SI
Redbird;114 E. 2nd St.;Los Angeles; USA;$$$;70;Contemporary, Californian;-11824392;3405062;SI;NO
Shizen;370 14th St.;San Francisco; USA;$$;40;Vegan, Asian;-1224216544;377682494;SI;NO
Kan Kiin;201 Southgate Ave.;Daly City; USA;$$;40;Thai, American;-1224847186;376972823;NO;NO
Prospect;300 Spear St.;San Francisco; USA;$$$;70;Californian;-1223909077;377898387;NO;SI
Pasjoli;2732 Main St.;Santa Monica; USA;$$$$;100;French, Contemporary;-1184821085;340005122;SI;NO
Ser?a Coastal Cuisine;1500 Orange Ave.;Coronado; USA;$$$$;100;Seafood, Mediterranean Cuisine;-1171785815;326812848;NO;SI
Montrio Bistro;414 Calle Principal;Monterey; USA;$$$;70;Contemporary;-1218953049;36599761;SI;NO
Saltwater;12781 Sir Francis Drake Blvd.;Inverness; USA;$$$;70;Seafood;-122849525;38094555;SI;SI
Zuni Café;1658 Market St.;San Francisco; USA;$$$;70;Californian, French;-1224212575;377737194;SI;SI
Barbareño;205 W. Canon Perdido St.;Santa Barbara; USA;$$;40;Californian;-11969819;34422848;SI;NO
The Stonehouse;900 San Ysidro Ln.;Santa Barbara; USA;$$$$;100;American;-119623146;34446564;SI;NO
Cloak & Petal;1953 India St.;San Diego; USA;$$$;70;Japanese;-1171688122;327252952;SI;NO
Bar Le Côte;2375 Alamo Pintado Ave.;Los Olivos; USA;$$$;70;Seafood;-120115925;346656301;SI;SI
Masa's Sushi;813 Grant Ave.;Novato; USA;$$;40;Japanese, Sushi;-12256675;3810692;SI;NO
La Taqueria;2889 Mission St.;San Francisco; USA;$;40;Mexican, Regional Cuisine;-12241827;37750828;SI;SI
El Buen Comer;3435 Mission St.;San Francisco; USA;$$;40;Mexican, Regional Cuisine;-12242225;3774184;SI;NO
Valette;344 Center St.;Healdsburg; USA;$$$;70;Californian;-1228697182;386120896;NO;SI
Mattei's Tavern;2350 Railway Ave.;Los Olivos; USA;$$$$;100;American;-1201173756;346675349;SI;SI
All Spice;1602 El Camino Real;San Mateo; USA;$$$$;100;International, American Contemporary;-122315445;37553135;SI;SI
Damian;2132 E. 7th Pl.;Los Angeles; USA;$$$;70;Mexican, Contemporary;-1182289049;340334339;NO;SI
Chuan Yu;388 9th St.;Oakland; USA;$$;40;Chinese, Sichuan;-1222715069;378005743;SI;SI
Mijoté;2400 Harrison St.;San Francisco; USA;$$$$;100;French, Contemporary;-1224125819;377589774;NO;NO
Kaori Sushi;133 W. Chapman Ave.;Fullerton; USA;$$$;70;Japanese, Sushi;-1179253336;33874185;SI;SI
The Charter Oak;1050 Charter Oak Ave.;Saint Helena; USA;$$$;70;Californian;-1224634409;385019044;NO;SI
Coastal Kitchen;400 Cannery Row;Monterey; USA;$$$$;100;Contemporary;-1218977729;36611917;NO;NO
Taira Sushi & Sake;8851 Garden Grove Blvd.;Garden Grove; USA;$$$;70;Japanese, Sushi;-1179770598;337741725;SI;NO
Artifact at Mingei;1439 El Prado;San Diego; USA;$$;40;International, Contemporary;-1171509782;327314293;SI;NO
Sushi Kisen;1108 S. Baldwin Ave.;Arcadia; USA;$$$;70;Japanese, Sushi;-1180545406;341273449;SI;NO
Chef Tony;1108 S. Baldwin Ave.;Arcadia; USA;$$;40;Chinese, Dim Sum;-1180543464;341271832;NO;SI
Menya Ultra;8199 Clairemont Mesa Blvd.;San Diego; USA;$$;40;Japanese, Ramen;-1171475379;328324468;SI;SI
Hawks;1525 Alhambra Blvd.;Sacramento; USA;$$;40;American, Contemporary;-1214679448;385663252;NO;NO
Liholiho Yacht Club;871 Sutter St.;San Francisco; USA;$$$;70;Asian, American;-1224146384;377884286;SI;NO
Flour + Water;2401 Harrison St.;San Francisco; USA;$$$;70;Italian, Californian;-1224123569;377589299;SI;NO
Zócalo;1801 Capitol Ave.;Sacramento; USA;$$;40;Mexican;-1214837515;38574226;SI;NO
Miller & Lux;700 Terry A Francois Blvd.;San Francisco; USA;$$$$;100;Steakhouse, American;-1223863769;377678384;SI;NO
Manuela;907 E. 3rd St.;Los Angeles; USA;$$$;70;American, Californian;-11823489;3404608;SI;SI
Be.Stéak.?;1887 S. Bascom Ave.;Campbell; USA;$$$;70;Steakhouse, Contemporary;-1219322084;37287535;NO;NO
Horses;7617 Sunset Blvd.;Los Angeles; USA;$$$;70;Contemporary;-1183555764;340981132;NO;SI
Dela Curo;907 Washington St.;Oakland; USA;$$;40;Japanese, Curry;-1222748232;378017344;SI;NO
Gintei;235 El Camino Real;San Bruno; USA;$$$;70;Japanese, Sushi;-122409615;3761866;SI;NO
Rooh;333 Brannan St.;San Francisco; USA;$$$;70;Indian, Contemporary;-1223925983;377813216;SI;NO
Grange;926 J St.;Sacramento; USA;$$$;70;American;-1214937062;385802489;SI;NO
Oriel;1135 N. Alameda St.;Los Angeles; USA;$$$;70;French, American;-1182357866;340624425;SI;SI
Found Oyster;4880 Fountain Ave.;Los Angeles; USA;$$$;70;Seafood;-1182958733;340953376;NO;SI
Manhattan Beach Post;1142 Manhattan Ave.;Manhattan Beach; USA;$$;40;International;-118410934;33885162;NO;SI
Dry Creek Kitchen;317 Healdsburg Ave.;Healdsburg; USA;$$$;70;American;-1228707843;38610827;NO;NO
Rory's Place;139 E. Ojai Ave.;Ojai; USA;$$$;70;Californian;-1192461823;344476677;NO;SI
AMA Sushi;1759 S. Jameson Ln.;Montecito; USA;$$$$;100;Sushi, Japanese;-1196257621;344205379;NO;SI
Pizzeria Sei;8781 W. Pico Blvd.;Los Angeles; USA;$$;40;Pizza, Contemporary;-1183835826;340548356;SI;SI
Dunsmoor;3501 Eagle Rock Blvd.;Los Angeles; USA;$$$;70;American;-1182356804;341159519;NO;NO
Routier;2801 California St.;San Francisco; USA;$$$;70;French, Californian;-1224405741;377879899;SI;NO
Dalida;101 Montgomery St.;San Francisco; USA;$$$;70;Mediterranean Cuisine, Turkish;-1224596299;377999028;NO;NO
The Dutchess;457 E. Ojai Ave.;Ojai; USA;$$$;70;Burmese;-1192421256;344479891;SI;SI
Iyasare;1830 4th St.;Berkeley; USA;$$$;70;Japanese, Izakaya;-12230067;3786947;SI;NO
Shalizaar;300 El Camino Real;Belmont; USA;$$;40;Persian, Grills;-122285416;3752775;SI;SI
Terrapin Creek;1580 Eastshore Rd.;Bodega Bay; USA;$$$;70;Californian;-12304818;383391;NO;NO
Tac/Quila;415 N. Palm Canyon Dr.;Palm Springs; USA;$$;40;Mexican;-1165469796;338290158;NO;SI
Ardor;9040 Sunset Blvd.;West Hollywood; USA;$$$;70;Californian, Mediterranean Cuisine;-1183890649;340904261;NO;SI
Hatchet Hall;12517 Washington Blvd.;Los Angeles; USA;$$$;70;American, Contemporary;-1184314275;33996941;SI;NO
Henry's Cuisine;301 E. Valley Blvd.;Alhambra; USA;$$$;70;Chinese, Cantonese;-1181196496;340788401;NO;NO
Koi Japanese Cuisine;600 Pacific Coast Hwy.;Seal Beach; USA;$$$;70;Japanese, Contemporary;-1181054577;337464271;SI;NO
Juanita & Maude;825 San Pablo Ave.;Albany; USA;$$$;70;Contemporary;-12229897;3789059;NO;SI
Octavia;1701 Octavia St.;San Francisco; USA;$$$;70;Californian;-1224270235;377880138;SI;NO
Yunomi Handroll;806 E. 3rd St.;Los Angeles; USA;$$;40;Japanese, Sushi;-1182353754;340457338;NO;SI
Les Petites Canailles;1215 Spring St.;Paso Robles; USA;$$$$;100;French;-1206916397;356269947;SI;SI
Agnes;40 W. Green St.;Pasadena; USA;$$$;70;American, Californian;-1181513515;341444438;NO;SI
mat?;239 S. Beverly Dr.;Beverly Hills; USA;$$$$;100;Steakhouse, Californian;-1183991829;340635158;NO;SI
Cafe La Haye;140 E. Napa St.;Sonoma; USA;$$$;70;Californian;-12245584;3829197;NO;SI
Sushi ii;100 West Coast Hwy.;Newport Beach; USA;$$$$;100;Japanese, Sushi;-117907447;336163594;NO;NO
Sorella;1760 Polk St.;San Francisco; USA;$$$;70;Italian, Californian;-1224210529;377931112;NO;NO
Ken;252 Divisadero St.;San Francisco; USA;$$$$;100;Sushi, Japanese;-1224369312;377714702;SI;NO
Saffy's;4845 Fountain Ave.;Los Angeles; USA;$$$;70;Middle Eastern;-1182951512;340954746;SI;SI
Fia Steak;2454 Wilshire Blvd.;Santa Monica; USA;$$$$;100;Steakhouse;-1184785275;340351143;SI;SI
Lulu;10899 Wilshire Blvd.;Los Angeles; USA;$$;40;Californian;-1184436784;340593881;SI;SI
Chulita;533 Rose Ave.;Venice; USA;$$;40;Mexican;-1184729134;339987622;NO;SI
The Barn Kitchen at Sparrows Lodge;1330 E. Palm Canyon Dr.;Palm Springs; USA;$$;40;Californian;-116532384;33801619;NO;NO
Birdie G's;2421 Michigan Ave.;Santa Monica; USA;$$$;70;American;-118468556;340270128;NO;NO
Antico Nuovo;4653 Beverly Blvd.;Los Angeles; USA;$$$$;100;Italian;-1183110212;340765417;SI;SI
Movida;555 2nd St.;San Francisco; USA;$$;40;Mexican, Persian;-122392551;37782558;NO;SI
Tony's Seafood;18863 Shoreline Hwy.;Marshall; USA;$$;40;Seafood;-1228830959;381468731;NO;NO
Farmhouse Inn & Restaurant;7871 River Rd.;Forestville; USA;$$$$;100;Californian;-1228835;3849039;SI;SI
Poppy & Seed;350 S. Anaheim Blvd.;Anaheim; USA;$$$;70;Southern, American;-1179127088;338328395;NO;SI
Leona’s Sushi House;11814 Ventura Blvd.;Studio City; USA;$$$;70;Japanese, Peruvian;-1183899832;341422082;NO;NO
Solbar;755 Silverado Trail;Calistoga; USA;$$$;70;Californian;-12257087;3858502;SI;NO
Sushi Sonagi;1425 W. Artesia Blvd.;Gardena; USA;$$$$;100;Japanese, Sushi;-1183009826;338734669;NO;NO
Coast Range;1635 Mission Dr.;Solvang; USA;$$$$;100;Steakhouse, American;-1201403036;345961541;NO;NO
Cheeky's;622 N. Palm Canyon Dr.;Palm Springs; USA;$$;40;American, Californian;-1165466303;338323479;SI;SI
Boonville Hotel & Restaurant;14050 Hwy. 128;Boonville; USA;$$$;70;American;-1233677882;390090974;NO;NO
hibi;3121 W. Olympic Blvd.;Los Angeles; USA;$$$$;100;Japanese Contemporary, Korean;-1183038025;340529853;NO;NO
Bello by Sandro Nardone;1200 Bison Ave.;Newport Beach; USA;$$$;70;Italian, Contemporary;-1178623546;336378012;NO;NO
The Matheson;106 Matheson St.;Healdsburg; USA;$$$$;100;Contemporary;-1228700559;386103905;NO;NO
Paradisaea;5680 La Jolla Blvd.;San Diego; USA;$$$$;100;Californian, Contemporary;-1172707313;3281545;NO;SI
Riviera by Jean Imbert;The Lana;Dubai;;$$$;70;Mediterranean Cuisine;552890885;251888818;SI;SI
Siraj;Souk Al Bahar;Dubai;;$$;40;Middle Eastern;55277198;251949403;NO;SI
estiatorio Milos;Atlantis The Royal;Dubai;;$$$$;100;Greek;5531008;2511941;NO;NO
Rhodes w1;Mezzanine Florr;Dubai;;$$$;70;British Contemporary;551440124;250859416;NO;NO
MayaBay;Jumeirah Al Naseem Hotel;Dubai;;$$$$;100;Asian;551869276;251366389;SI;SI
Pierre's TT;InterContinental Dubai Festival City Hotel;Dubai;;$$$$;100;French Contemporary;553485879;252237605;SI;SI
Akira Back;5th Floor;Dubai;;$$$$;100;Japanese Contemporary;551117003;251067914;NO;NO
Al Mandaloun;Gate Precinct Building 3 Dubai International Financial Centre;Dubai;;$;40;Lebanese;552814777;252136118;NO;NO
Fi'lia;70th Floor;Dubai;;$$;40;Italian, Classic Cuisine;552924909;251850567;SI;NO
L'Atelier de Joël Robuchon;Gate Village 11;Dubai;;$$$$;100;French Contemporary;552830011;252150153;NO;SI
Coya;Restaurant Village Four Seasons Resort Jumeirah Beach Road;Dubai;;$$$$;100;Peruvian;552405258;252026388;SI;SI
Trèsind;One&Only Royal Mirage;Dubai;;$$$$;100;Indian;551542869;250990942;SI;SI
French Riviera;Jumeirah Al Qasr Hotel - King Salman Bin Abdulaziz Al Saud Street;Dubai;;$$$;70;French;551832647;25133465;SI;SI
Rüya;The St. Regis Dubai;Dubai;;$$;40;Turkish;551404915;25113989;SI;NO
The Artisan;Waldorf Astoria Hotel;Dubai;;$$$$;100;Italian;552822433;252108071;NO;SI
Bombay Bungalow;The Beach Mall;Dubai;;$;40;Indian;551328043;250780481;NO;NO
Rockfish;Jumeirah Al Naseem Hotel;Dubai;;$$$$;100;Seafood;551868834;251382333;NO;NO
Cipriani;Gate Village 10;Dubai;;$$$$;100;Italian;552827172;252126877;SI;NO
TERO - The Experience by Reif Othman;Building 3;Dubai;;$$$$;100;Creative;552404162;251065943;NO;SI
Josette;ICD Brookfield Place;Dubai;;$$$$;100;French;552800799;252117117;SI;SI
L’Olivo at Al Mahara;Burj Al Arab Jumeirah - Jumeirah Street;Dubai;;$$$$;100;Italian;551855351;251412296;SI;NO
99 Sushi Bar;Sheikh Mohammed bin Rashid Boulevard;Dubai;;$$$$;100;Japanese Contemporary;552780878;251949842;SI;SI
Hutong;Gate Building 6;Dubai;;$$$$;100;Chinese;552746765;25207174;SI;SI
Il Borro Tuscan Bistro Dubai;Jumeirah Al Naseem Hotel;Dubai;;$$;40;Italian;551873157;251373392;SI;SI
City Social;43rd Floor;Dubai;;$$$$;100;Modern Cuisine;551435568;250861018;SI;SI
Demon Duck by Alvin Leung;Banyan Tree Dubai;Dubai;;$$$$;100;Chinese Contemporary;551201059;250813059;SI;SI
La Petite Maison (LPM);Gate Village 8;Dubai;;$$$;70;Mediterranean Cuisine, French;552830487;252138472;SI;NO
Avli BY TASHAS;Unit C01;Dubai;;$$$$;100;Greek;552821754;25213057;SI;SI
Armani Hashi;Burj Khalifa;Dubai;;$$$$;100;Japanese Contemporary;552741465;251970915;NO;SI
Tàn Chá;JW Marriott Marquis Hotel;Dubai;;$$;40;Chinese Contemporary;552567241;25186057;SI;NO
Shang Palace;Shangri-La Dubai Hotel;Dubai;;$$$;70;Chinese, Contemporary;552732758;252100338;SI;NO
The Guild;The Guild;Dubai;;$$$;70;Meats and Seafood;55280403;252119281;NO;NO
Carnival by Trèsind;Level P5;Dubai;;$$;40;Indian;552822749;252111598;NO;SI
StreetXO;4th Floor;Dubai;;$$$;70;Contemporary;552906261;252282916;NO;SI
Zuma;Gate Village 6;Dubai;;$$$;70;Japanese Contemporary;552837797;252143067;SI;NO
Jaleo by José Andrés;Atlantis The Royal;Dubai;;$$$$;100;Spanish;551287225;251391107;SI;SI
Mina Brasserie;Four Seasons;Dubai;;$$$$;100;Mediterranean Cuisine;552837836;252140189;NO;NO
La Mar by Gastón Acurio;Atlantis The Royal;Dubai;;$$$$;100;Peruvian;551275229;251387601;SI;NO
Pierchic;Jumeirah Al Qasr;Dubai;;$$$$;100;Italian, Classic Cuisine;551825583;251355541;SI;SI
Indego by Vineet;Tower 1;Dubai;;$$$;70;Indian;551439412;250860929;SI;NO
Masti;The Dubai Edition Hotel;Dubai;;$$;40;Indian;552808803;251922715;SI;NO
Brasserie Boulud;Wafi City;Dubai;;$$;40;French, Classic Cuisine;553184046;252313051;NO;SI
Mimi Kakushi;Restaurant Village Four Seasons Resort;Dubai;;$$$$;100;Japanese Contemporary;552406678;25202733;NO;NO
CÉ LA VI;The Address Sky View Tower 2;Dubai;;$$$;70;Contemporary;552704192;252019048;NO;SI
Sea Fu;Four Seasons Resort Dubai Hotel;Dubai;;$$$;70;Seafood, Asian;552389007;252032401;SI;NO
Cinque;FIVE Palm Jumeirah - No 1 Palm Jumeirah;Dubai;;$$$;70;Italian, International;551485486;251041759;NO;NO
Jun's;Sheikh Mohammed bin Rashid Boulevard;Dubai;;$$$;70;Asian, American;552731731;251908062;NO;NO
Chic Nonna;DIFC;Dubai;;$$$$;100;Italian;552766019;252070824;SI;SI
At.Mosphere;Burj Khalifa;Dubai;;$$$$;100;Modern Cuisine;552742177;251972724;NO;SI
RSVP;Al Wasl Road;Dubai;;$$$;70;French;5524736;2519772;SI;NO
Amazónico;DIFC Pavilion;Dubai;;$$$;70;Latin American;552826008;252152842;NO;NO
Clap;Gate Village 11;Dubai;;$$$$;100;Japanese Contemporary;552828953;252144782;SI;NO
Al-Fanar;Al Seef unit P3-07-02;Dubai;;$;40;Emirati Cuisine;553052805;252642514;NO;SI
TakaHisa;First Floor;Dubai;;$$$$;100;Japanese;551205477;250806728;SI;SI
Atrangi by Ritu Dalmia;207;Dubai;;$$;40;Indian;55183856;25129476;NO;NO
Fouquet's;Burj Plaza;Dubai;;$$$;70;French;552759316;251912742;SI;SI
Mott 32;Address Beach Resort;Dubai;;$$$$;100;Cantonese;551267553;250724501;NO;NO
Little Miss India;Fairmont The Palm;Dubai;;$$;40;Indian;551408604;251099997;SI;SI
Netsu by Ross Shonhan;Mandarin Oriental Jumeira Hotel;Dubai;;$$;40;Japanese Contemporary;552510563;252169226;SI;SI
JARA by Martín Berasategui;18th Floor;Dubai;;$$$$;100;Basque;552891133;251890263;SI;NO
Boca;Gate Village Building 6;Dubai;;$$$;70;Mediterranean Cuisine;552829438;252140452;SI;SI
Ariana's Persian Kitchen;Atlantis The Royal;Dubai;;$$$$;100;Persian;551277911;251385087;NO;NO
Ninive;Emirates Towers Hotel;Dubai;;$$$$;100;Middle Eastern;552834042;252178336;SI;NO
Nobu;Atlantis The Palm;Dubai;;$$$$;100;Japanese Contemporary;551177077;251321389;NO;NO
Sucre;Gate Village 5;Dubai;;$$$;70;Latin American;552835532;252143957;NO;SI
LOWE;KOA Canvas;Dubai;;$$;40;Contemporary;55301953;250922668;NO;SI
Little Bear;36 Nguyen Ba Huan Street;Ho Chi Minh City; Vietnam;??;40;Vietnamese Contemporary;106729192;10804291;SI;SI
Ph? Bò Phú Gia (District 3);146E Ly Chinh Thang Street;Ho Chi Minh City; Vietnam;?;40;Noodles;106684542;10786433;NO;NO
Le Beaulieu;Sofitel Legend Metropole;Hanoi; Vietnam;???;70;French;10585581;2102418;SI;NO
M? Qu?ng Cô Sáu;397 Tran Hung Dao Street;Da Nang; Vietnam;?;40;Vietnamese;1082296495;160664166;NO;NO
Xôi Gà Number One;15 Nguyen Trung Truc Street;Ho Chi Minh City; Vietnam;?;40;Street Food;1066992828;107737678;NO;NO
Kobe Bistro;23C Ton Duc Thang Street;Ho Chi Minh City; Vietnam;??;40;French Contemporary;106705549;10782601;NO;SI
Cau Go;6-7F;Hanoi; Vietnam;??;40;Vietnamese;1058519429;210321366;SI;SI
?c Vi Saigon;21 Gia Ngu Street;Hanoi; Vietnam;?;40;Seafood;1058527937;210329841;NO;SI
B?m;24 Nguyen Thi Nghia Street;Ho Chi Minh City; Vietnam;??;40;Vietnamese Contemporary;10669366;10770666;SI;SI
Hemispheres Steak & Seafood Grill;2F;Hanoi; Vietnam;???;70;Steakhouse;10585388;2102828;NO;NO
A B?n Mountain Dew;76 Tran Phu Street;Hanoi; Vietnam;??;40;Vietnamese;1058321;2103254;SI;SI
La Badiane;10 Nam Ngu Street;Hanoi; Vietnam;??;40;Fusion;10584243;2102652;NO;SI
Mì Qu?ng 1A;1A Hai Phong Street;Da Nang; Vietnam;?;40;Noodles;1082191652;160722697;SI;NO
Coco Dining;143 Nam Ky Khoi Nghia Street;Ho Chi Minh City; Vietnam;???;70;Innovative;1066932479;107808709;NO;NO
L?a;2 Street No. 11;Ho Chi Minh City; Vietnam;??;40;European Contemporary;1067466608;108051347;NO;NO
Ph? Vi?t Nam (District 1);14 Pham Hong Thai Street;Ho Chi Minh City; Vietnam;?;40;Noodles;106696128;10771283;NO;SI
3G Trois Gourmands;39 Tran Ngoc Dien Street;Ho Chi Minh City; Vietnam;???;70;French;106740628;10806161;NO;SI
Quán ?n Ngon (Hoan Kiem);18 Phan Boi Chau Street;Hanoi; Vietnam;??;40;Vietnamese;1058435552;210264787;SI;SI
Olivia's Prime;Lot G1-G4;Da Nang; Vietnam;????;100;Steakhouse;1082242387;160701482;SI;SI
Bà Di?u (Tran Tong Street);17 Tran Tong Street;Da Nang; Vietnam;?;40;Noodles;1082109151;160586231;SI;SI
Bánh Cu?n Bà Xuân;16 Hoe Nhai Street;Hanoi; Vietnam;?;40;Street Food;1058476837;210423129;NO;NO
?c Oanh;534 Vinh Khanh Street;Ho Chi Minh City; Vietnam;??;40;Street Food;10674513;105983;NO;SI
Highway4 (Hang Tre Street);5 Hang Tre Street;Hanoi; Vietnam;?;40;Vietnamese;1058550549;210336338;NO;NO
Nu ?? Kitchen;11/1 Luu Quang Thuan Street;Da Nang; Vietnam;?;40;Noodles;108245252;16041299;NO;NO
Bánh Xèo Bà D??ng;280/23 Hoang Dieu Street;Da Nang; Vietnam;?;40;Vietnamese;108216052;16058836;SI;SI
The Temptation;125 Ho Nghinh Street;Da Nang; Vietnam;???;70;French Contemporary;1082433229;160735611;SI;SI
MaSa French Eatery by Hervé;204/20 Nguyen Van Huong Street;Ho Chi Minh City; Vietnam;??;40;French Contemporary;1067186274;107797546;NO;SI
Bún Th?t N??ng Hoàng V?n;137 Chan Hung Street;Ho Chi Minh City; Vietnam;?;40;Street Food;1066623288;107851694;SI;SI
Oryz;51 Tran Nhat Duat Street;Ho Chi Minh City; Vietnam;???;70;Asian Contemporary;106689545;10794029;SI;SI
Olivia;31A Le Van Mien Street;Ho Chi Minh City; Vietnam;???;70;European Contemporary;10673358;1080536;NO;NO
Chapter;12C Chan Cam Street;Hanoi; Vietnam;????;100;Vietnamese Contemporary;1058482559;210303781;SI;SI
Bún Bò Hu? Cô Nh?;274/29 Vo Van Tan Street;Ho Chi Minh City; Vietnam;?;40;Noodles;10668554;10772525;NO;SI
Lai;28F;Ho Chi Minh City; Vietnam;???;70;Cantonese;1067008896;107721749;NO;SI
